county,department,expenditures_ytd,fiscal_year,bin
Fairfax,FAMILY SERVICES,"$207,854,928.32",2019,Social Services
Fairfax,FINANCE,"$8,864,916.05",2019,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$268,581.12",2019,Finances
Fairfax,FIRE AND RESCUE,"$205,055,062.24",2019,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$3,903,874.33",2019,Governing
Fairfax,HEALTH,"$62,302,805.89",2019,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$6,805,129.45",2019,Community Development
Fairfax,HUMAN RESOURCES,"$7,637,612.28",2019,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,660,153.89",2019,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$35,405,843.50",2019,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$24,195,216.32",2019,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$29,824,990.91",2019,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$5,369,397.14",2019,Finances
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$31,794,946.56",2019,Social Services
Fairfax,OFFICE OF INDEPENDENT POLICE AUDITOR,"$317,378.86",2019,Public Safety
Fairfax,OFFICE OF STRATEGY MANAGEMENT FOR HHS,"$3,070,054.86",2019,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$14,026,707.49",2019,Social Services
Fairfax,PARK AUTHORITY,"$26,068,520.65",2019,Community Development
Fairfax,PLANNING AND ZONING,"$12,069,360.79",2019,Community Development
Fairfax,PLANNING COMMISSION,"$833,399.61",2019,Community Development
Fairfax,POLICE,"$203,408,783.80",2019,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$7,195,503.15",2019,Finances
Fairfax,PUBLIC AFFAIRS,"$1,539,247.55",2019,Governing
Fairfax,RESTON COMMUNITY CENTER,$0.00,2019,Community Development
Fairfax,SHERIFF,"$70,494,549.70",2019,Public Safety
Fairfax,SOLID WASTE,$0.00,2019,Community Development
Fairfax,STORMWATER MANAGEMENT,$0.00,2019,Community Development
Fairfax,TAX ADMINISTRATION,"$25,310,704.82",2019,Finances
Fairfax,TRANSPORTATION,"$8,629,374.38",2019,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$1,159,101.22",2019,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$4,154,968.29",2019,Other
Fairfax,VEHICLE SERVICES,$0.00,2019,Community Development
Fairfax,ACUTE & THERAPEUTIC TREATMENT,$0.00,2020,Social Services
Fairfax,ANIMAL SHELTERING,"$2,500,479.61",2020,Other
Fairfax,BOARD OF SUPERVISORS,"$5,259,907.41",2020,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$887,454.78",2020,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$756,232.95",2020,Other
Fairfax,CAPITAL FACILITIES,"$14,398,262.93",2020,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$12,289,149.59",2020,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$412,227.39",2020,Governing
Fairfax,CLERK SERVICES,"$1,683,024.67",2020,Governing
Fairfax,CODE COMPLIANCE,"$4,283,902.36",2020,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$4,279,499.19",2020,Governing
Fairfax,COMMUNITY LIVING TREATMENT&SUPPORTS,$0.00,2020,Social Services
Fairfax,COUNTY ATTORNEY,"$8,168,988.86",2020,Governing
Fairfax,COUNTY EXECUTIVE,"$5,446,082.43",2020,Governing
Fairfax,CSB CENTRAL ADMINISTRATION,$0.00,2020,Public Safety
Fairfax,CSB CLINICAL OPERATIONS,$0.00,2020,Public Safety
Fairfax,ECONOMIC INITIATIVES,"$1,076,954.74",2020,Finances
Fairfax,ELECTIONS,"$5,227,093.35",2020,Governing
Fairfax,EMERGENCY MANAGEMENT,"$2,034,207.22",2020,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$392,726,062.44",2020,Finances
Fairfax,FACILITIES MANAGEMENT,"$56,915,695.65",2020,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$30,542,836.51",2020,Education
Fairfax,FAMILY SERVICES,"$139,758,923.84",2020,Social Services
Fairfax,FINANCE,"$8,607,115.81",2020,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$308,203.90",2020,Finances
Fairfax,FIRE AND RESCUE,"$212,790,706.58",2020,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$4,095,886.48",2020,Governing
Fairfax,HEALTH,"$63,172,101.43",2020,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$7,361,887.77",2020,Community Development
Fairfax,HUMAN RESOURCES,"$8,133,117.16",2020,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,471,241.89",2020,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$41,323,131.89",2020,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$24,400,984.84",2020,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$28,889,000.03",2020,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$5,748,891.02",2020,Finances
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$119,682,493.94",2020,Social Services
Fairfax,OFFICE OF INDEPENDENT POLICE AUDITOR,"$358,727.75",2020,Public Safety
Fairfax,OFFICE OF STRATEGY MANAGEMENT FOR HHS,"$2,958,881.66",2020,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$14,904,629.56",2020,Social Services
Fairfax,PARK AUTHORITY,"$25,407,933.64",2020,Community Development
Fairfax,PLANNING AND ZONING,"$13,108,718.56",2020,Community Development
Fairfax,PLANNING COMMISSION,$0.00,2020,Community Development
Fairfax,POLICE,"$209,646,499.79",2020,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$7,499,928.38",2020,Finances
Fairfax,PUBLIC AFFAIRS,"$1,780,341.95",2020,Governing
Fairfax,PUBLIC SAFETY COMMUNICATIONS,$0.00,2020,Public Safety
Fairfax,SHERIFF,"$70,821,790.73",2020,Public Safety
Fairfax,STORMWATER MANAGEMENT,$0.00,2020,Community Development
Fairfax,TAX ADMINISTRATION,"$26,460,228.42",2020,Finances
Fairfax,TRANSPORTATION,"$8,780,674.77",2020,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$18,081,153.75",2020,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$2,103,221.90",2020,Other
Fairfax,ANIMAL SHELTERING,"$1,173,738.22",2021,Other
Fairfax,BOARD OF SUPERVISORS,"$2,403,172.24",2021,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$488,049.48",2021,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$425,955.76",2021,Other
Fairfax,CAPITAL FACILITIES,"$5,890,029.97",2021,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$5,879,101.81",2021,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$190,002.12",2021,Governing
Fairfax,CLERK SERVICES,"$874,675.40",2021,Governing
Fairfax,CODE COMPLIANCE,"$2,002,623.53",2021,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$2,428,508.58",2021,Governing
Fairfax,COMMUNITY LIVING TREATMENT&SUPPORTS,$0.00,2021,Social Services
Fairfax,COUNTY ATTORNEY,"$3,744,316.41",2021,Governing
Fairfax,COUNTY EXECUTIVE,"$2,833,482.07",2021,Governing
Fairfax,ECONOMIC INITIATIVES,"$500,905.02",2021,Finances
Fairfax,ELECTIONS,"$3,932,914.78",2021,Governing
Fairfax,EMERGENCY MANAGEMENT,"$893,886.64",2021,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$188,226,935.12",2021,Finances
Fairfax,FACILITIES MANAGEMENT,"$29,181,197.92",2021,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$12,348,667.94",2021,Education
Fairfax,FAMILY SERVICES,"$59,389,301.12",2021,Social Services
Fairfax,FINANCE,"$5,764,410.72",2021,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$120,547.27",2021,Finances
Fairfax,FIRE AND RESCUE,"$104,585,154.36",2021,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$1,885,475.47",2021,Governing
Fairfax,HEALTH,"$34,957,244.48",2021,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$10,064,584.04",2021,Community Development
Fairfax,HUMAN RESOURCES,"$4,071,406.62",2021,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$665,321.67",2021,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$26,248,856.69",2021,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$11,165,167.56",2021,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$14,140,571.24",2021,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$2,571,533.96",2021,Finances
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$31,498,041.21",2021,Social Services
Fairfax,OFFICE OF INDEPENDENT POLICE AUDITOR,"$152,664.00",2021,Public Safety
Fairfax,OFFICE OF STRATEGY MANAGEMENT FOR HHS,"$1,120,188.41",2021,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"($12,000.00)",2021,Social Services
Fairfax,PARK AUTHORITY,"$11,412,579.29",2021,Community Development
Fairfax,PLANNING AND ZONING,"$6,123,921.09",2021,Community Development
Fairfax,POLICE,"$100,216,483.37",2021,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,263,068.70",2021,Finances
Fairfax,PUBLIC AFFAIRS,"$898,803.10",2021,Governing
Fairfax,PUBLIC SAFETY COMMUNICATIONS,$234.08,2021,Public Safety
Fairfax,RESTON COMMUNITY CENTER,$0.00,2021,Community Development
Fairfax,RETIREMENT ADMINISTRATION,$0.00,2021,Finances
Fairfax,SHERIFF,"$30,672,662.74",2021,Public Safety
Fairfax,SOLID WASTE,"($1,953.22)",2021,Community Development
Fairfax,STORMWATER MANAGEMENT,$370.21,2021,Community Development
Fairfax,TAX ADMINISTRATION,"$13,590,873.37",2021,Finances
Fairfax,TRANSPORTATION,"$3,735,409.29",2021,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$26,452,092.17",2021,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$303,598.00",2021,Other
Fairfax,WASTEWATER,$66.12,2021,Community Development
Montgomery,Alcohol Beverage Services,216170394.379998,2014,Social Services
Montgomery,Board of Appeals,47918.72,2014,Governing
Montgomery,Board of Elections,1435298.70999999,2014,Governing
Montgomery,CIP,8762550.19,2014,Other
Montgomery,Circuit Court,2285506.5,2014,Governing
Montgomery,Community Engagement Cluster,4864177.0,2014,Community Development
Montgomery,Community Use of Public Facilities,6224328.44,2014,Community Development
Montgomery,Consumer Protection,45416.12,2014,Social Services
Montgomery,Correction and Rehabilitation,7697210.15,2014,Social Services
Montgomery,County Attorney,859046.96,2014,Governing
Montgomery,County Council,419270.17,2014,Governing
Montgomery,County Executive,568490.439999999,2014,Governing
Montgomery,Countywide Generic,1469091042.65999,2014,Other
Montgomery,Debt Service,604468493.079999,2014,Finances
Montgomery,Emergency Management and Homeland Security,4346781.51,2014,Public Safety
Montgomery,Environmental Protection,111839178.62,2014,Community Development
Montgomery,Ethics Commission,59426.16,2014,Social Services
Montgomery,Finance,62715274.9199999,2014,Finances
Montgomery,Fire and Rescue Service,25568610.4699996,2014,Public Safety
Montgomery,General Services,301982758.059999,2014,Other
Montgomery,Health and Human Services,116860965.569999,2014,Social Services
Montgomery,Housing Opportunities Commission,5385311.98,2014,Community Development
Montgomery,Housing and Community Affairs,38578138.8499999,2014,Community Development
Montgomery,Human Resources,195402932.719999,2014,Social Services
Montgomery,Human Rights,50170.1899999999,2014,Social Services
Montgomery,Inspector General,262114.23,2014,Governing
Montgomery,Intergovernmental Relations,97032.9300000002,2014,Governing
Montgomery,Legislative Oversight,4540.62,2014,Governing
Montgomery,Liquor Control,813168.619999999,2014,Governing
Montgomery,Management and Budget,196190.07,2014,Finances
Montgomery,Maryland National Capital Park And Planning Commission,70000.0,2014,Community Development
Montgomery,Merit System Protection Board,14602.8299999999,2014,Governing
Montgomery,Montgomery College,99581107.0,2014,Education
Montgomery,Non-Departmental Accounts,124604121.639999,2014,Other
Montgomery,Not Defined,8865985.23999999,2014,Other
Montgomery,Office of Agriculture,2290145.0,2014,Community Development
Montgomery,Permitting Services,5267161.05000002,2014,Community Development
Montgomery,Police,24060571.83,2014,Public Safety
Montgomery,Public Information,909232.329999998,2014,Social Services
Montgomery,Public Libraries,6645181.07000002,2014,Education
Montgomery,Recreation,9295404.96000006,2014,Community Development
Montgomery,Restricted Donations,855552.88,2014,Finances
Montgomery,Sheriff,1694530.32999999,2014,Public Safety
Montgomery,State's Attorney,728845.429999999,2014,Governing
Montgomery,Technology Services,30289742.7499994,2014,Social Services
Montgomery,Transportation,176937878.57,2014,Community Development
Montgomery,Zoning and Administrative Hearings,44182.6899999999,2014,Community Development
Montgomery,Alcohol Beverage Services,140730063.079999,2015,Social Services
Montgomery,Board of Appeals,15672.7799999999,2015,Governing
Montgomery,Board of Elections,1745642.56,2015,Governing
Montgomery,CIP,9670541.97,2015,Other
Montgomery,Circuit Court,2224129.83,2015,Governing
Montgomery,Community Engagement Cluster,5391513.90000001,2015,Community Development
Montgomery,Community Use of Public Facilities,6617046.52999998,2015,Community Development
Montgomery,Consumer Protection,37229.96,2015,Social Services
Montgomery,Correction and Rehabilitation,7061963.66000003,2015,Social Services
Montgomery,County Attorney,855878.02,2015,Governing
Montgomery,County Council,537631.41,2015,Governing
Montgomery,County Executive,672218.839999999,2015,Governing
Montgomery,Countywide Generic,1459595653.98,2015,Other
Montgomery,Debt Service,839802432.8,2015,Finances
Montgomery,Emergency Management and Homeland Security,5483366.7,2015,Public Safety
Montgomery,Environmental Protection,110841953.61,2015,Community Development
Montgomery,Ethics Commission,1684.21,2015,Social Services
Montgomery,Finance,57894061.6599999,2015,Finances
Montgomery,Fire and Rescue Service,26063704.7499996,2015,Public Safety
Montgomery,General Services,213174412.89,2015,Other
Montgomery,Health and Human Services,121894662.520001,2015,Social Services
Montgomery,Housing Opportunities Commission,6468062.85,2015,Community Development
Montgomery,Housing and Community Affairs,46642384.65,2015,Community Development
Montgomery,Human Resources,217924886.579999,2015,Social Services
Montgomery,Human Rights,66231.7599999999,2015,Social Services
Montgomery,Inspector General,14092.06,2015,Governing
Montgomery,Intergovernmental Relations,108638.97,2015,Governing
Montgomery,Legislative Oversight,11428.29,2015,Governing
Montgomery,Liquor Control,72034308.18,2015,Governing
Montgomery,Management and Budget,61009.39,2015,Finances
Montgomery,Maryland National Capital Park And Planning Commission,1746284.0,2015,Community Development
Montgomery,Merit System Protection Board,28509.2399999999,2015,Governing
Montgomery,Montgomery College,117325173.0,2015,Education
Montgomery,Non-Departmental Accounts,132455767.259997,2015,Other
Montgomery,Not Defined,11241021.0699999,2015,Other
Montgomery,Office of Agriculture,4541137.01999999,2015,Community Development
Montgomery,Permitting Services,5326646.99000001,2015,Community Development
Montgomery,Police,26782501.1399999,2015,Public Safety
Montgomery,Public Information,923513.179999999,2015,Social Services
Montgomery,Public Libraries,6711283.64000002,2015,Education
Montgomery,Recreation,9457458.64000003,2015,Community Development
Montgomery,Restricted Donations,2692390.07,2015,Finances
Montgomery,Sheriff,1700991.34999999,2015,Public Safety
Montgomery,State's Attorney,904294.889999999,2015,Governing
Montgomery,Technology Services,32510530.9000004,2015,Social Services
Montgomery,Transportation,183035897.469999,2015,Community Development
Montgomery,Zoning and Administrative Hearings,55884.82,2015,Community Development
Montgomery,Alcohol Beverage Services,25232118.8399999,2016,Social Services
Montgomery,Board of Appeals,17845.96,2016,Governing
Montgomery,Board of Elections,2404743.05999999,2016,Governing
Montgomery,CIP,22682343.11,2016,Other
Montgomery,Circuit Court,2809719.07999999,2016,Governing
Montgomery,Community Engagement Cluster,4401193.76000001,2016,Community Development
Montgomery,Community Use of Public Facilities,7003539.58999999,2016,Community Development
Montgomery,Consumer Protection,16404.67,2016,Social Services
Montgomery,Correction and Rehabilitation,6860686.74000003,2016,Social Services
Montgomery,County Attorney,573004.3,2016,Governing
Montgomery,County Council,379656.77,2016,Governing
Montgomery,County Executive,481841.959999999,2016,Governing
Montgomery,Countywide Generic,1479154209.0,2016,Other
Montgomery,Debt Service,649435812.33,2016,Finances
Montgomery,Emergency Management and Homeland Security,4570756.72,2016,Public Safety
Montgomery,Environmental Protection,111378254.03,2016,Community Development
Montgomery,Ethics Commission,75607.9,2016,Social Services
Montgomery,Finance,57878708.42,2016,Finances
Montgomery,Fire and Rescue Service,33601192.0799997,2016,Public Safety
Montgomery,General Services,224613072.51,2016,Other
Montgomery,Health and Human Services,126280097.09,2016,Social Services
Montgomery,Housing Opportunities Commission,6050749.89,2016,Community Development
Montgomery,Housing and Community Affairs,43543195.79,2016,Community Development
Montgomery,Human Resources,224738126.99,2016,Social Services
Montgomery,Human Rights,73171.63,2016,Social Services
Montgomery,Inspector General,12756.84,2016,Governing
Montgomery,Intergovernmental Relations,108590.509999999,2016,Governing
Montgomery,Legislative Oversight,31274.5599999999,2016,Governing
Montgomery,Liquor Control,201562798.939999,2016,Governing
Montgomery,Management and Budget,45518.5199999999,2016,Finances
Montgomery,Maryland National Capital Park And Planning Commission,811500.0,2016,Community Development
Montgomery,Merit System Protection Board,8727.23,2016,Governing
Montgomery,Montgomery College,128319952.0,2016,Education
Montgomery,Non-Departmental Accounts,155707767.349994,2016,Other
Montgomery,Not Defined,27350898.5499999,2016,Other
Montgomery,Office of Agriculture,820487.77,2016,Community Development
Montgomery,Office of Procurement,259574.43,2016,Finances
Montgomery,Permitting Services,5599682.38000001,2016,Community Development
Montgomery,Police,28664058.9599999,2016,Public Safety
Montgomery,Public Information,750000.87,2016,Social Services
Montgomery,Public Libraries,9086644.12000003,2016,Education
Montgomery,Recreation,10405940.08,2016,Community Development
Montgomery,Restricted Donations,547711.5,2016,Finances
Montgomery,Sheriff,1721014.57999999,2016,Public Safety
Montgomery,State's Attorney,668772.449999999,2016,Governing
Montgomery,Technology Services,46436262.6200003,2016,Social Services
Montgomery,Transportation,188655360.589998,2016,Community Development
Montgomery,Zoning and Administrative Hearings,52334.64,2016,Community Development
Montgomery,Alcohol Beverage Services,31883083.33,2017,Social Services
Montgomery,Board of Appeals,11942.4,2017,Governing
Montgomery,Board of Elections,2816653.34,2017,Governing
Montgomery,CIP,28250072.7999999,2017,Other
Montgomery,Circuit Court,2476356.69999999,2017,Governing
Montgomery,Community Engagement Cluster,4795022.82000002,2017,Community Development
Montgomery,Community Use of Public Facilities,6806909.94999999,2017,Community Development
Montgomery,Consumer Protection,13124.1,2017,Social Services
Montgomery,Correction and Rehabilitation,7678393.68000003,2017,Social Services
Montgomery,County Attorney,686626.25,2017,Governing
Montgomery,County Council,410602.99,2017,Governing
Montgomery,County Executive,626846.249999999,2017,Governing
Montgomery,Countywide Generic,1592242791.0,2017,Other
Montgomery,Debt Service,727774500.769999,2017,Finances
Montgomery,Emergency Management and Homeland Security,4233968.9,2017,Public Safety
Montgomery,Environmental Protection,101898365.11,2017,Community Development
Montgomery,Ethics Commission,60860.32,2017,Social Services
Montgomery,Finance,70840107.5199997,2017,Finances
Montgomery,Fire and Rescue Service,41308866.2499995,2017,Public Safety
Montgomery,General Services,169888535.990001,2017,Other
Montgomery,Health and Human Services,145160503.15,2017,Social Services
Montgomery,Housing Opportunities Commission,6428985.37,2017,Community Development
Montgomery,Housing and Community Affairs,42592965.2599998,2017,Community Development
Montgomery,Human Resources,235285454.02,2017,Social Services
Montgomery,Human Rights,131278.81,2017,Social Services
Montgomery,Inspector General,5285.79999999999,2017,Governing
Montgomery,Intergovernmental Relations,128078.88,2017,Governing
Montgomery,Legislative Oversight,38940.76,2017,Governing
Montgomery,Liquor Control,221212798.38,2017,Governing
Montgomery,Management and Budget,89065.2399999999,2017,Finances
Montgomery,Maryland National Capital Park And Planning Commission,843200.0,2017,Community Development
Montgomery,Merit System Protection Board,22233.48,2017,Governing
Montgomery,Montgomery College,134895334.0,2017,Education
Montgomery,Non-Departmental Accounts,171376532.899997,2017,Other
Montgomery,Not Defined,6747002.64,2017,Other
Montgomery,Office of Agriculture,1360893.77,2017,Community Development
Montgomery,Office of Procurement,386898.55,2017,Finances
Montgomery,Permitting Services,4910895.23999999,2017,Community Development
Montgomery,Police,25018618.7399999,2017,Public Safety
Montgomery,Public Information,938043.949999998,2017,Social Services
Montgomery,Public Libraries,7624261.3000001,2017,Education
Montgomery,Recreation,11283803.55,2017,Community Development
Montgomery,Restricted Donations,3709337.82,2017,Finances
Montgomery,Sheriff,1832235.73,2017,Public Safety
Montgomery,State's Attorney,767902.949999999,2017,Governing
Montgomery,Technology Services,61275947.7400004,2017,Social Services
Montgomery,Transportation,167116672.639999,2017,Community Development
Montgomery,Zoning and Administrative Hearings,48326.7399999999,2017,Community Development
Montgomery,Alcohol Beverage Services,30725065.1599998,2018,Social Services
Montgomery,Board of Appeals,11900.8999999999,2018,Governing
Montgomery,Board of Elections,2699791.36,2018,Governing
Montgomery,CIP,14486182.7999999,2018,Other
Montgomery,Circuit Court,2521503.76999999,2018,Governing
Montgomery,Community Engagement Cluster,4670472.72,2018,Community Development
Montgomery,Community Use of Public Facilities,7341171.11999999,2018,Community Development
Montgomery,Consumer Protection,18150.17,2018,Social Services
Montgomery,Correction and Rehabilitation,7966043.17000002,2018,Social Services
Montgomery,County Attorney,692261.969999999,2018,Governing
Montgomery,County Council,511787.0,2018,Governing
Montgomery,County Executive,548175.059999999,2018,Governing
Montgomery,Countywide Generic,1679695583.98,2018,Other
Montgomery,Debt Service,759176701.03,2018,Finances
Montgomery,Emergency Management and Homeland Security,6467485.95,2018,Public Safety
Montgomery,Environmental Protection,107961139.74,2018,Community Development
Montgomery,Ethics Commission,143451.06,2018,Social Services
Montgomery,Finance,69768155.02,2018,Finances
Montgomery,Fire and Rescue Service,26102273.1599997,2018,Public Safety
Montgomery,General Services,153894991.98,2018,Other
Montgomery,Health and Human Services,141306939.329999,2018,Social Services
Montgomery,Housing Opportunities Commission,6766771.79999999,2018,Community Development
Montgomery,Housing and Community Affairs,48682681.0599999,2018,Community Development
Montgomery,Human Resources,247664146.75,2018,Social Services
Montgomery,Human Rights,108178.999999999,2018,Social Services
Montgomery,Inspector General,9503.93,2018,Governing
Montgomery,Intergovernmental Relations,198141.49,2018,Governing
Montgomery,Legislative Oversight,19224.47,2018,Governing
Montgomery,Liquor Control,195996572.779998,2018,Governing
Montgomery,Management and Budget,185694.06,2018,Finances
Montgomery,Maryland National Capital Park And Planning Commission,890700.0,2018,Community Development
Montgomery,Merit System Protection Board,81953.89,2018,Governing
Montgomery,Montgomery College,140028512.0,2018,Education
Montgomery,Non-Departmental Accounts,177841974.009999,2018,Other
Montgomery,Not Defined,3245609.75,2018,Other
Montgomery,Office of Agriculture,424186.929999999,2018,Community Development
Montgomery,Office of Procurement,383745.96,2018,Finances
Montgomery,Permitting Services,4916383.81,2018,Community Development
Montgomery,Police,27175957.4200002,2018,Public Safety
Montgomery,Public Information,422850.109999999,2018,Social Services
Montgomery,Public Libraries,8646948.86999999,2018,Education
Montgomery,Recreation,11439796.17,2018,Community Development
Montgomery,Restricted Donations,3779907.64,2018,Finances
Montgomery,Sheriff,2143914.5,2018,Public Safety
Montgomery,State's Attorney,886412.52,2018,Governing
Montgomery,Technology Services,38238627.840002,2018,Social Services
Montgomery,Transportation,288645995.549999,2018,Community Development
Montgomery,Zoning and Administrative Hearings,63617.23,2018,Community Development
Montgomery,Alcohol Beverage Services,22572076.9499999,2019,Social Services
Montgomery,Board of Appeals,15435.2,2019,Governing
Montgomery,Board of Elections,3206018.75999999,2019,Governing
Montgomery,CIP,19232279.12,2019,Other
Montgomery,Circuit Court,2951751.93999999,2019,Governing
Montgomery,Community Engagement Cluster,4911719.8,2019,Community Development
Montgomery,Community Use of Public Facilities,7277153.11999999,2019,Community Development
Montgomery,Consumer Protection,22920.4099999999,2019,Social Services
Montgomery,Correction and Rehabilitation,8409006.11000001,2019,Social Services
Montgomery,County Attorney,633167.389999999,2019,Governing
Montgomery,County Council,470994.629999999,2019,Governing
Montgomery,County Executive,753088.939999998,2019,Governing
Montgomery,Countywide Generic,1700095031.8,2019,Other
Montgomery,Debt Service,745833069.8,2019,Finances
Montgomery,Emergency Management and Homeland Security,3032815.78,2019,Public Safety
Montgomery,Environmental Protection,119643298.689999,2019,Community Development
Montgomery,Ethics Commission,51302.0399999999,2019,Social Services
Montgomery,Finance,81016470.5699998,2019,Finances
Montgomery,Fire and Rescue Service,28457027.4299995,2019,Public Safety
Montgomery,General Services,173280309.950001,2019,Other
Montgomery,Health and Human Services,140353233.559999,2019,Social Services
Montgomery,Housing Opportunities Commission,929302.15,2019,Community Development
Montgomery,Housing and Community Affairs,124363429.55,2019,Community Development
Montgomery,Human Resources,263793586.97,2019,Social Services
Montgomery,Human Rights,144864.57,2019,Social Services
Montgomery,Inspector General,15922.3299999999,2019,Governing
Montgomery,Intergovernmental Relations,174033.809999999,2019,Governing
Montgomery,Legislative Oversight,134298.919999999,2019,Governing
Montgomery,Liquor Control,206100975.209998,2019,Governing
Montgomery,Management and Budget,158626.1,2019,Finances
Montgomery,Maryland National Capital Park And Planning Commission,1016700.0,2019,Community Development
Montgomery,Merit System Protection Board,4753.66,2019,Governing
Montgomery,Montgomery College,142560545.0,2019,Education
Montgomery,Non-Departmental Accounts,181293740.840002,2019,Other
Montgomery,Not Defined,1018158.48,2019,Other
Montgomery,Office of Agriculture,396100.41,2019,Community Development
Montgomery,Office of Procurement,291508.039999999,2019,Finances
Montgomery,Permitting Services,4751729.91000001,2019,Community Development
Montgomery,Police,27013788.7500001,2019,Public Safety
Montgomery,Public Information,222278.53,2019,Social Services
Montgomery,Public Libraries,9436713.23,2019,Education
Montgomery,Recreation,11209991.04,2019,Community Development
Montgomery,Restricted Donations,538587.309999999,2019,Finances
Montgomery,Sheriff,2238481.96,2019,Public Safety
Montgomery,State's Attorney,875548.62,2019,Governing
Montgomery,Technology Services,38739321.020002,2019,Social Services
Montgomery,Transportation,313096325.37,2019,Community Development
Montgomery,Zoning and Administrative Hearings,43743.6799999999,2019,Community Development
Montgomery,Alcohol Beverage Services,18299225.84,2020,Social Services
Montgomery,Board of Appeals,10376.23,2020,Governing
Montgomery,Board of Elections,2801195.24999999,2020,Governing
Montgomery,CIP,24680315.22,2020,Other
Montgomery,Circuit Court,2742090.76,2020,Governing
Montgomery,Community Engagement Cluster,4892800.74000002,2020,Community Development
Montgomery,Community Use of Public Facilities,6059890.93,2020,Community Development
Montgomery,Consumer Protection,112672.27,2020,Social Services
Montgomery,Correction and Rehabilitation,7152016.43000002,2020,Social Services
Montgomery,County Attorney,642874.619999999,2020,Governing
Montgomery,County Council,709620.46,2020,Governing
Montgomery,County Executive,1121286.23999999,2020,Governing
Montgomery,Countywide Generic,1712834175.22,2020,Other
Montgomery,Debt Service,795253707.869999,2020,Finances
Montgomery,Emergency Management and Homeland Security,8246512.42999999,2020,Public Safety
Montgomery,Environmental Protection,123181384.309999,2020,Community Development
Montgomery,Ethics Commission,1099.24,2020,Social Services
Montgomery,Finance,99360063.9400002,2020,Finances
Montgomery,Fire and Rescue Service,49058339.1499999,2020,Public Safety
Montgomery,General Services,157248437.75,2020,Other
